translate_ru,translate_nn,source,article_ru,article_nn
" Русский старик заговорил: — Вот, привел старика-ханты."," Луца вэсакор вахалъй”: -	Ти, хаби вэсакоми тэварав.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Царь говорит: — Ты не увидишь двух моих русских волшебников, пока они добираются до верхушки дерева.", Паранода маси”: -	Сидя мутрата луцами пя’ малан’ миндяханди’ нихиюд ма-нэт”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Два русских волшебника разом встряхнулись, стали двумя железными ящерицами, начали подниматься вверх по дереву."," Сидя мутрата луца ңопой пар”ъяха’, сидя еся танзаңэ хаяха’, пя’ сер’ тю”у’ пяди’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старик-ханты говорит: — Так их же видно., Хаби вэсакор маси”: -	Тикахавахаюд ңадихинё”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Царь достал саблю, говорит: — Если они видны, то руби их."," Паранода палым’ надимде, маси”: -	Ңадябати’ сапахаюн” !",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты по дереву рубанул, их половинки упали к корням дерева."," Хаби вэсако пя’ ед’ сапаңахаюда’, тэри сидя ютекади’ пя’ па-ханд мантэйха’.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Царь говорит: — А теперь, старик-ханты, повтори волшебство умерших."," Параңода ма: -	Хаби вэсако нэ, хавы няхают мутра мэс”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Пусть твои русские лекари придут и пусть рубят меня, если увидят."," Хаби вэсакор маси”: -	Лекар луцид тоя”, надя си”ми сапая”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Пришли семь лекарей царя., Паранода’ си”ив лекар луца то.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старика-ханты рубили с семи сторон семью саблями., Хаби вэсаком’ си”ив яхад си”-ив палы’ сапа’ңадо’.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Не успели старика-ханты увидеть, как он оказался на вершине дерева."," Хаби вэсаком’ манэкарта нидё’ манэс”, пя’ малувна надимя.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Царь заговорил: — Да, старик-ханты, твое волшебство сильнее.", Параңода вахалъй”: -	Хаби вэсакор мутрар ва”мы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Теперь иди., Тедахав хань”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Старик-ханты говорит: — Русский старик, для тебя, бедного, я появился, а теперь ты меня больше не найдешь."," Хаби вэсакор маси”: -	Луца вэсако, пыдар маяндортаңэ е”эмнянд надимядамзь, теда’ нани’ си”ми нин хонгу”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
" Товарищ, который говорил, так и исчез.", Лаханавы нядо’ тэри тэмзы.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Старик-русский стал зажиточным русским., Вэсако луца нули” сававна илена луцанэ хая.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Никаких бед не знает., Ңамгэхэрт маям’ ни хомбю”.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
 Конец., Та’ малда.,https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Бедный старик,Маңгабада вэсако
"Когда-то давно, когда создавалась земля, жили три девушки [самостоятельно, без мужчин].","Ңавна хунанда, я мидахана, няхар” не пирибтя харто’ илевы”.",https://libraries-yanao.ru/upload/iblock/289/Jangasova.pdf,Три сына Сэдко,Сэдко’ няхар” ню
